Algorithm,Steps
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),18.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),18.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
